term_dist,mbal_no_tributaries,adj_mbal_1,adj_mbal_2,reduced_smoothed
55300,6.8257,6.8257,6.8257,6.8257
55400,6.8357,6.8357,6.8357,6.8357
55500,6.8457,6.8457,6.8457,6.8457
55600,6.8557,6.8557,6.8557,6.8557
55700,6.8657,6.8657,6.8657,6.8657
55800,6.8757,6.8757,6.8757,6.8757
55900,6.8857,6.8857,6.8857,6.8857
56000,6.8957,6.8957,6.8957,6.8957
56100,6.9057,6.9057,6.9057,6.9057
56200,6.9157,6.9157,6.9157,6.9157
56300,6.9257,6.9257,6.9257,6.9257
56400,6.9357,6.9357,6.9357,6.9357
56500,6.9457,6.9457,6.9457,6.9457
56600,6.9557,6.9557,6.9557,6.9557
56700,6.9657,6.9657,6.9657,6.9657
56800,6.9757,6.9757,6.9757,6.9757
56900,6.9857,6.9857,6.9857,6.9857
57000,6.9957,6.9957,6.9957,6.9957
